#Warren, S. G., 1984: Optical constants of ice from ultraviolet to microwave,
#Applied Optics, 23, 1206-1225
#(with  updates given by  S. G. Warren in 1995).
#
#Wave(microns)	Real part 	Imaginary part	     
1.88705E+03	1.78223E+00	4.83328E-03
1.92345E+03	1.78225E+00	4.77424E-03
1.96054E+03	1.78227E+00	4.71591E-03
1.99835E+03	1.78229E+00	4.65830E-03
2.03690E+03	1.78232E+00	4.60139E-03
2.07618E+03	1.78234E+00	4.54518E-03
2.11622E+03	1.78236E+00	4.48966E-03
2.15704E+03	1.78239E+00	4.43481E-03
2.19864E+03	1.78241E+00	4.38064E-03
2.24105E+03	1.78243E+00	4.32712E-03
2.28427E+03	1.78246E+00	4.27426E-03
2.32833E+03	1.78248E+00	4.22204E-03
2.37323E+03	1.78250E+00	4.17047E-03
2.41900E+03	1.78253E+00	4.11952E-03
2.46566E+03	1.78255E+00	4.06919E-03
2.51321E+03	1.78257E+00	4.01947E-03
2.56168E+03	1.78260E+00	3.97031E-03
2.61109E+03	1.78263E+00	3.92175E-03
2.66145E+03	1.78266E+00	3.87379E-03
2.71278E+03	1.78269E+00	3.82641E-03
2.76510E+03	1.78272E+00	3.77961E-03
2.81843E+03	1.78275E+00	3.73339E-03
2.87279E+03	1.78278E+00	3.68773E-03
2.92820E+03	1.78281E+00	3.64263E-03
2.98467E+03	1.78284E+00	3.59808E-03
3.04224E+03	1.78287E+00	3.55407E-03
3.10091E+03	1.78290E+00	3.51060E-03
3.16072E+03	1.78293E+00	3.46767E-03
3.22168E+03	1.78296E+00	3.42526E-03
3.28381E+03	1.78299E+00	3.38337E-03
3.34715E+03	1.78302E+00	3.34199E-03
3.41170E+03	1.78305E+00	3.30111E-03
3.47750E+03	1.78308E+00	3.26074E-03
3.54457E+03	1.78311E+00	3.22086E-03
3.61294E+03	1.78314E+00	3.18147E-03
3.68262E+03	1.78317E+00	3.14256E-03
3.75364E+03	1.78320E+00	3.10413E-03
3.82604E+03	1.78323E+00	3.06616E-03
3.89983E+03	1.78326E+00	3.02866E-03
3.97505E+03	1.78329E+00	2.99162E-03
4.05171E+03	1.78332E+00	2.95503E-03
4.12986E+03	1.78335E+00	2.91889E-03
4.20951E+03	1.78338E+00	2.88319E-03
4.29070E+03	1.78341E+00	2.84793E-03
4.37345E+03	1.78344E+00	2.81310E-03
4.45780E+03	1.78347E+00	2.77870E-03
4.54378E+03	1.78350E+00	2.74471E-03
4.63141E+03	1.78353E+00	2.71114E-03
4.72074E+03	1.78356E+00	2.67799E-03
4.81178E+03	1.78359E+00	2.64523E-03
4.90459E+03	1.78362E+00	2.61288E-03
4.99918E+03	1.78365E+00	2.58093E-03
5.09560E+03	1.78367E+00	2.54940E-03
5.19388E+03	1.78369E+00	2.51827E-03
5.29405E+03	1.78371E+00	2.48752E-03
5.39615E+03	1.78373E+00	2.45714E-03
5.50023E+03	1.78376E+00	2.42713E-03
5.60631E+03	1.78378E+00	2.39749E-03
5.71444E+03	1.78380E+00	2.36821E-03
5.82465E+03	1.78382E+00	2.33929E-03
5.93699E+03	1.78384E+00	2.31072E-03
6.05149E+03	1.78387E+00	2.28250E-03
6.16821E+03	1.78389E+00	2.25462E-03
6.28717E+03	1.78391E+00	2.22709E-03
6.40843E+03	1.78393E+00	2.19989E-03
6.53203E+03	1.78395E+00	2.17302E-03
6.65801E+03	1.78397E+00	2.14649E-03
6.78642E+03	1.78400E+00	2.12027E-03
6.91731E+03	1.78402E+00	2.09438E-03
7.05072E+03	1.78404E+00	2.06880E-03
7.18671E+03	1.78406E+00	2.04353E-03
7.32532E+03	1.78408E+00	2.01858E-03
7.46660E+03	1.78410E+00	1.99393E-03
7.61061E+03	1.78413E+00	1.96958E-03
7.75739E+03	1.78415E+00	1.94552E-03
7.90700E+03	1.78417E+00	1.92176E-03
8.05950E+03	1.78419E+00	1.89829E-03
8.21495E+03	1.78421E+00	1.87511E-03
8.37339E+03	1.78424E+00	1.85221E-03
8.53488E+03	1.78426E+00	1.82959E-03
8.69949E+03	1.78428E+00	1.80725E-03
8.86728E+03	1.78430E+00	1.78517E-03
9.03830E+03	1.78432E+00	1.76337E-03
9.21262E+03	1.78434E+00	1.74184E-03
9.39030E+03	1.78437E+00	1.72057E-03
9.57141E+03	1.78439E+00	1.69955E-03
9.75601E+03	1.78441E+00	1.67880E-03
9.94417E+03	1.78443E+00	1.65829E-03
1.01360E+04	1.78445E+00	1.63802E-03
1.03315E+04	1.78446E+00	1.61799E-03
1.05307E+04	1.78447E+00	1.59820E-03
1.07338E+04	1.78449E+00	1.57865E-03
1.09408E+04	1.78450E+00	1.55934E-03
1.11518E+04	1.78451E+00	1.54027E-03
1.13669E+04	1.78452E+00	1.52143E-03
1.15862E+04	1.78454E+00	1.50283E-03
1.18096E+04	1.78455E+00	1.48444E-03
1.20374E+04	1.78456E+00	1.46629E-03
1.22696E+04	1.78458E+00	1.44836E-03
1.25062E+04	1.78459E+00	1.43064E-03
1.27474E+04	1.78460E+00	1.41314E-03
1.29933E+04	1.78461E+00	1.39586E-03
1.32438E+04	1.78463E+00	1.37879E-03
1.34993E+04	1.78464E+00	1.36192E-03
1.37596E+04	1.78465E+00	1.34527E-03
1.40250E+04	1.78467E+00	1.32881E-03
1.42955E+04	1.78468E+00	1.31256E-03
1.45712E+04	1.78469E+00	1.29651E-03
1.48523E+04	1.78470E+00	1.28065E-03
1.51387E+04	1.78472E+00	1.26499E-03
1.54307E+04	1.78473E+00	1.24952E-03
1.57283E+04	1.78474E+00	1.23423E-03
1.60316E+04	1.78475E+00	1.21914E-03
1.63408E+04	1.78477E+00	1.20423E-03
1.66560E+04	1.78478E+00	1.18950E-03
1.69772E+04	1.78479E+00	1.17495E-03
1.73047E+04	1.78481E+00	1.16058E-03
1.76384E+04	1.78482E+00	1.14639E-03
1.79786E+04	1.78483E+00	1.13237E-03
1.83254E+04	1.78484E+00	1.11852E-03
1.86788E+04	1.78486E+00	1.10484E-03
1.90391E+04	1.78487E+00	1.09132E-03
1.94063E+04	1.78488E+00	1.07798E-03
1.97805E+04	1.78490E+00	1.06479E-03
2.01620E+04	1.78491E+00	1.05179E-03
2.05509E+04	1.78491E+00	1.03897E-03
2.09473E+04	1.78492E+00	1.02630E-03
2.13513E+04	1.78492E+00	1.01380E-03
2.17631E+04	1.78493E+00	1.00144E-03
2.21828E+04	1.78494E+00	9.89233E-04
2.26106E+04	1.78494E+00	9.77177E-04
2.30467E+04	1.78495E+00	9.65266E-04
2.34912E+04	1.78495E+00	9.53502E-04
2.39443E+04	1.78496E+00	9.41880E-04
2.44061E+04	1.78496E+00	9.30400E-04
2.48768E+04	1.78497E+00	9.19060E-04
2.53566E+04	1.78498E+00	9.07859E-04
2.58457E+04	1.78498E+00	8.96794E-04
2.63441E+04	1.78499E+00	8.85863E-04
2.68522E+04	1.78499E+00	8.75066E-04
2.73701E+04	1.78500E+00	8.64401E-04
2.78980E+04	1.78501E+00	8.53865E-04
2.84361E+04	1.78501E+00	8.43458E-04
2.89845E+04	1.78502E+00	8.33178E-04
2.95435E+04	1.78502E+00	8.23023E-04
3.01133E+04	1.78503E+00	8.12992E-04
3.06941E+04	1.78504E+00	8.03083E-04
3.12861E+04	1.78504E+00	7.93295E-04
3.18895E+04	1.78505E+00	7.83626E-04
3.25045E+04	1.78506E+00	7.72708E-04
3.31314E+04	1.78507E+00	7.61644E-04
3.37704E+04	1.78508E+00	7.50739E-04
3.44218E+04	1.78509E+00	7.39990E-04
3.50856E+04	1.78510E+00	7.29303E-04
3.57623E+04	1.78510E+00	7.18155E-04
3.64521E+04	1.78511E+00	7.07178E-04
3.71551E+04	1.78511E+00	6.96368E-04
3.78717E+04	1.78512E+00	6.85723E-04
3.86021E+04	1.78513E+00	6.75241E-04
3.93467E+04	1.78513E+00	6.64920E-04
4.01055E+04	1.78514E+00	6.54656E-04
4.08790E+04	1.78514E+00	6.43932E-04
4.16674E+04	1.78514E+00	6.33384E-04
4.24711E+04	1.78514E+00	6.23009E-04
4.32902E+04	1.78514E+00	6.12804E-04
4.41251E+04	1.78514E+00	6.02766E-04
4.49762E+04	1.78514E+00	5.92892E-04
4.58436E+04	1.78514E+00	5.83699E-04
4.67278E+04	1.78514E+00	5.74664E-04
4.76290E+04	1.78514E+00	5.65768E-04
4.85476E+04	1.78514E+00	5.57010E-04
4.94839E+04	1.78514E+00	5.48387E-04
5.04383E+04	1.78514E+00	5.39287E-04
5.14111E+04	1.78513E+00	5.29625E-04
5.24027E+04	1.78513E+00	5.20136E-04
5.34133E+04	1.78512E+00	5.10817E-04
5.44435E+04	1.78511E+00	5.01665E-04
5.54936E+04	1.78511E+00	4.92677E-04
5.65638E+04	1.78510E+00	4.83850E-04
5.76548E+04	1.78510E+00	4.75182E-04
5.87668E+04	1.78509E+00	4.66668E-04
5.99002E+04	1.78509E+00	4.58307E-04
6.10555E+04	1.78508E+00	4.50587E-04
6.22330E+04	1.78507E+00	4.43042E-04
6.34333E+04	1.78507E+00	4.35625E-04
6.46567E+04	1.78506E+00	4.28331E-04
6.59037E+04	1.78505E+00	4.21159E-04
6.71748E+04	1.78505E+00	4.14108E-04
6.84704E+04	1.78504E+00	4.07174E-04
6.97910E+04	1.78503E+00	4.00357E-04
7.11370E+04	1.78503E+00	3.92654E-04
7.25090E+04	1.78502E+00	3.84919E-04
7.39075E+04	1.78502E+00	3.77335E-04
7.53329E+04	1.78502E+00	3.69901E-04
7.67858E+04	1.78501E+00	3.62614E-04
7.82668E+04	1.78501E+00	3.55469E-04
7.97763E+04	1.78500E+00	3.48466E-04
8.13149E+04	1.78500E+00	3.41601E-04
8.28832E+04	1.78499E+00	3.34871E-04
8.44817E+04	1.78499E+00	3.28274E-04
8.61111E+04	1.78499E+00	3.21806E-04
8.77719E+04	1.78498E+00	3.15466E-04
8.94648E+04	1.78498E+00	3.09251E-04
9.11902E+04	1.78498E+00	3.03145E-04
9.29490E+04	1.78498E+00	2.97153E-04
9.47417E+04	1.78498E+00	2.91280E-04
9.65690E+04	1.78498E+00	2.85523E-04
9.84315E+04	1.78498E+00	2.79880E-04
1.00330E+05	1.78498E+00	2.74349E-04
1.02265E+05	1.78498E+00	2.68926E-04
1.04237E+05	1.78498E+00	2.63611E-04
1.06248E+05	1.78498E+00	2.58401E-04
1.08297E+05	1.78498E+00	2.53294E-04
1.10386E+05	1.78498E+00	2.48288E-04
1.12515E+05	1.78498E+00	2.43712E-04
1.14685E+05	1.78498E+00	2.39355E-04
1.16896E+05	1.78498E+00	2.35076E-04
1.19151E+05	1.78498E+00	2.30873E-04
1.21449E+05	1.78498E+00	2.26904E-04
1.23791E+05	1.78498E+00	2.23095E-04
1.26179E+05	1.78498E+00	2.19349E-04
1.28613E+05	1.78498E+00	2.15667E-04
1.31093E+05	1.78498E+00	2.12473E-04
1.33621E+05	1.78498E+00	2.09868E-04
1.36199E+05	1.78498E+00	2.07294E-04
1.38825E+05	1.78498E+00	2.04751E-04
1.41503E+05	1.78498E+00	2.02260E-04
1.44232E+05	1.78498E+00	1.99815E-04
1.47014E+05	1.78498E+00	1.97400E-04
1.49849E+05	1.78498E+00	1.95014E-04
1.52739E+05	1.78498E+00	1.92416E-04
1.55685E+05	1.78498E+00	1.89839E-04
1.58688E+05	1.78498E+00	1.87297E-04
1.61748E+05	1.78498E+00	1.85248E-04
1.64868E+05	1.78498E+00	1.83565E-04
1.68048E+05	1.78498E+00	1.81898E-04
1.71289E+05	1.78498E+00	1.80310E-04
1.74592E+05	1.78498E+00	1.78833E-04
1.77960E+05	1.78498E+00	1.77368E-04
1.81392E+05	1.78498E+00	1.75916E-04
1.84890E+05	1.78498E+00	1.74475E-04
1.88456E+05	1.78498E+00	1.73046E-04
1.92091E+05	1.78498E+00	1.71629E-04
1.95796E+05	1.78498E+00	1.70223E-04
1.99572E+05	1.78498E+00	1.68829E-04
2.03421E+05	1.78498E+00	1.67805E-04
2.07345E+05	1.78498E+00	1.66832E-04
2.11344E+05	1.78498E+00	1.65864E-04
2.15420E+05	1.78498E+00	1.64903E-04
2.19574E+05	1.78498E+00	1.63946E-04
2.23809E+05	1.78498E+00	1.62996E-04
2.28126E+05	1.78498E+00	1.62051E-04
2.32526E+05	1.78498E+00	1.61111E-04
2.37010E+05	1.78498E+00	1.60177E-04
2.41582E+05	1.78498E+00	1.59248E-04
2.46241E+05	1.78498E+00	1.58325E-04
2.50990E+05	1.78498E+00	1.57509E-04
2.55831E+05	1.78498E+00	1.57087E-04
2.60765E+05	1.78498E+00	1.56666E-04
2.65794E+05	1.78498E+00	1.56246E-04
2.70921E+05	1.78498E+00	1.55827E-04
2.76146E+05	1.78498E+00	1.55409E-04
2.81472E+05	1.78498E+00	1.54993E-04
2.86900E+05	1.78498E+00	1.54578E-04
2.92434E+05	1.78498E+00	1.54426E-04
2.98074E+05	1.78498E+00	1.54614E-04
3.03823E+05	1.78498E+00	1.54802E-04
3.09683E+05	1.78498E+00	1.54990E-04
3.15655E+05	1.78498E+00	1.55179E-04
3.21743E+05	1.78498E+00	1.55454E-04
3.27949E+05	1.78498E+00	1.55949E-04
3.34274E+05	1.78498E+00	1.56446E-04
3.40721E+05	1.78498E+00	1.56944E-04
3.47292E+05	1.78498E+00	1.57444E-04
3.53990E+05	1.78498E+00	1.58252E-04
3.60818E+05	1.78498E+00	1.59275E-04
3.67777E+05	1.78498E+00	1.60305E-04
3.74870E+05	1.78498E+00	1.61341E-04
3.82100E+05	1.78498E+00	1.62553E-04
3.89469E+05	1.78498E+00	1.64196E-04
3.96981E+05	1.78498E+00	1.65854E-04
4.04637E+05	1.78498E+00	1.67773E-04
4.12442E+05	1.78498E+00	1.69877E-04
4.20396E+05	1.78498E+00	1.72006E-04
4.28504E+05	1.78498E+00	1.74163E-04
4.36769E+05	1.78498E+00	1.76346E-04
4.45193E+05	1.78498E+00	1.78557E-04
4.53779E+05	1.78498E+00	1.81113E-04
4.62531E+05	1.78498E+00	1.84119E-04
4.71452E+05	1.78498E+00	1.87175E-04
4.80544E+05	1.78498E+00	1.90282E-04
4.89812E+05	1.78498E+00	1.93441E-04
4.99259E+05	1.78498E+00	1.96651E-04
5.08888E+05	1.78498E+00	2.00430E-04
5.18703E+05	1.78498E+00	2.04325E-04
5.28707E+05	1.78498E+00	2.08296E-04
5.38904E+05	1.78498E+00	2.12343E-04
5.49298E+05	1.78498E+00	2.16470E-04
5.59892E+05	1.78498E+00	2.20677E-04
5.70691E+05	1.78498E+00	2.24965E-04
5.81698E+05	1.78498E+00	2.29337E-04
5.92917E+05	1.78498E+00	2.33794E-04
6.04352E+05	1.78498E+00	2.38493E-04
6.16008E+05	1.78498E+00	2.43549E-04
6.27889E+05	1.78498E+00	2.48712E-04
6.39999E+05	1.78498E+00	2.53984E-04
6.52342E+05	1.78498E+00	2.59321E-04
6.64924E+05	1.78498E+00	2.64771E-04
6.77748E+05	1.78498E+00	2.70336E-04
6.90820E+05	1.78498E+00	2.77657E-04
7.04143E+05	1.78498E+00	2.85531E-04
7.17724E+05	1.78498E+00	2.93629E-04
7.31567E+05	1.78498E+00	2.99252E-04
7.45676E+05	1.78498E+00	3.04438E-04
7.60058E+05	1.78498E+00	3.09721E-04
7.74717E+05	1.78498E+00	3.16893E-04
7.89659E+05	1.78498E+00	3.24230E-04
8.04889E+05	1.78498E+00	3.31527E-04
8.20412E+05	1.78498E+00	3.38529E-04
8.36235E+05	1.78498E+00	3.45678E-04
8.52364E+05	1.78498E+00	3.53378E-04
8.68803E+05	1.78498E+00	3.61375E-04
8.85559E+05	1.78498E+00	3.69554E-04
9.02639E+05	1.78498E+00	3.77982E-04
9.20048E+05	1.78498E+00	3.86972E-04
9.37793E+05	1.78498E+00	3.96176E-04
9.55880E+05	1.78498E+00	4.05598E-04
9.74315E+05	1.78498E+00	4.15245E-04
9.93107E+05	1.78498E+00	4.25121E-04
1.01226E+06	1.78498E+00	4.33992E-04
1.03178E+06	1.78498E+00	4.42330E-04
1.05168E+06	1.78498E+00	4.50829E-04
1.07197E+06	1.78498E+00	4.59491E-04
1.09264E+06	1.78498E+00	4.68319E-04
1.11372E+06	1.78498E+00	4.77317E-04
1.13520E+06	1.78498E+00	4.86488E-04
1.15709E+06	1.78498E+00	4.95835E-04
1.17941E+06	1.78498E+00	5.05362E-04
1.20215E+06	1.78498E+00	5.15072E-04
1.22534E+06	1.78498E+00	5.24968E-04
1.24897E+06	1.78498E+00	5.35055E-04
1.27306E+06	1.78498E+00	5.45335E-04
1.29761E+06	1.78498E+00	5.55813E-04
1.32264E+06	1.78498E+00	5.66492E-04
1.34815E+06	1.78498E+00	5.77377E-04
1.37415E+06	1.78498E+00	5.88470E-04
1.40065E+06	1.78498E+00	5.99777E-04
1.42767E+06	1.78498E+00	6.11300E-04
1.45520E+06	1.78498E+00	6.23046E-04
1.48327E+06	1.78498E+00	6.35016E-04
1.51188E+06	1.78498E+00	6.47217E-04
1.54104E+06	1.78498E+00	6.59653E-04
1.57076E+06	1.78498E+00	6.72327E-04
1.60105E+06	1.78498E+00	6.85245E-04
1.63193E+06	1.78498E+00	6.98411E-04
1.66341E+06	1.78498E+00	7.11830E-04
1.69549E+06	1.78498E+00	7.25506E-04
1.72819E+06	1.78498E+00	7.39446E-04
1.76152E+06	1.78498E+00	7.53653E-04
1.79549E+06	1.78498E+00	7.68134E-04
1.83012E+06	1.78498E+00	7.82892E-04
1.86542E+06	1.78498E+00	7.97934E-04
1.90140E+06	1.78498E+00	8.13266E-04
1.93807E+06	1.78498E+00	8.28891E-04
1.97545E+06	1.78498E+00	8.44817E-04
2.01355E+06	1.78498E+00	8.59984E-04
2.05238E+06	1.78498E+00	8.73442E-04
2.09197E+06	1.78498E+00	8.87111E-04
2.13231E+06	1.78499E+00	9.00994E-04
2.17344E+06	1.78499E+00	9.15095E-04
2.21536E+06	1.78499E+00	9.29416E-04
2.25808E+06	1.78500E+00	9.43961E-04
2.30164E+06	1.78500E+00	9.58733E-04
2.34603E+06	1.78501E+00	9.73737E-04
2.39127E+06	1.78501E+00	9.88976E-04
2.43739E+06	1.78501E+00	1.00445E-03
2.48440E+06	1.78502E+00	1.02017E-03
2.53232E+06	1.78502E+00	1.03614E-03
2.58116E+06	1.78502E+00	1.05235E-03
2.63094E+06	1.78503E+00	1.06882E-03
2.68168E+06	1.78503E+00	1.08555E-03
2.73340E+06	1.78503E+00	1.10254E-03
2.78612E+06	1.78504E+00	1.11979E-03
2.83986E+06	1.78504E+00	1.13732E-03
2.89463E+06	1.78504E+00	1.15511E-03
2.95046E+06	1.78505E+00	1.17319E-03
3.00736E+06	1.78505E+00	1.19155E-03
3.06537E+06	1.78505E+00	1.21020E-03
3.12449E+06	1.78506E+00	1.22914E-03
3.18475E+06	1.78506E+00	1.24837E-03
3.24617E+06	1.78506E+00	1.26791E-03
3.30878E+06	1.78507E+00	1.28775E-03
3.37259E+06	1.78507E+00	1.30790E-03
3.43764E+06	1.78507E+00	1.32837E-03
3.50394E+06	1.78508E+00	1.34916E-03
3.57152E+06	1.78508E+00	1.37028E-03
3.64040E+06	1.78508E+00	1.39172E-03
3.71062E+06	1.78509E+00	1.41350E-03
3.78218E+06	1.78509E+00	1.43562E-03
3.85513E+06	1.78509E+00	1.45809E-03
3.92948E+06	1.78510E+00	1.48091E-03
4.00527E+06	1.78510E+00	1.50408E-03
4.08252E+06	1.78510E+00	1.52762E-03
4.16125E+06	1.78511E+00	1.55153E-03
4.24151E+06	1.78511E+00	1.57581E-03
4.32332E+06	1.78511E+00	1.60047E-03
4.40670E+06	1.78512E+00	1.62551E-03
4.49169E+06	1.78512E+00	1.65095E-03
4.57832E+06	1.78512E+00	1.67679E-03
4.66662E+06	1.78513E+00	1.70303E-03
4.75663E+06	1.78513E+00	1.72968E-03
4.84837E+06	1.78513E+00	1.75675E-03
4.94187E+06	1.78514E+00	1.78424E-03
5.03719E+06	1.78515E+00	1.81412E-03
5.13434E+06	1.78517E+00	1.84765E-03
5.23336E+06	1.78519E+00	1.88180E-03
5.33430E+06	1.78521E+00	1.91657E-03
5.43718E+06	1.78523E+00	1.95199E-03
5.54204E+06	1.78525E+00	1.98806E-03
5.64893E+06	1.78527E+00	2.02480E-03
5.75788E+06	1.78529E+00	2.06222E-03
5.86893E+06	1.78531E+00	2.10033E-03
5.98212E+06	1.78534E+00	2.13915E-03
6.09750E+06	1.78536E+00	2.17868E-03
6.21510E+06	1.78538E+00	2.21894E-03
6.33497E+06	1.78540E+00	2.25995E-03
6.45715E+06	1.78542E+00	2.30171E-03
6.58169E+06	1.78544E+00	2.34425E-03
6.70863E+06	1.78546E+00	2.38757E-03
6.83802E+06	1.78548E+00	2.43169E-03
6.96990E+06	1.78550E+00	2.47663E-03
7.10433E+06	1.78552E+00	2.52240E-03
7.24135E+06	1.78554E+00	2.56901E-03
7.38101E+06	1.78556E+00	2.61649E-03
7.52336E+06	1.78559E+00	2.66484E-03
7.66846E+06	1.78561E+00	2.71409E-03
7.81636E+06	1.78563E+00	2.76425E-03
7.96712E+06	1.78565E+00	2.81533E-03
8.12078E+06	1.78567E+00	2.86736E-03
8.27740E+06	1.78569E+00	2.92035E-03
8.43704E+06	1.78571E+00	2.97431E-03
8.59977E+06	1.78573E+00	3.02928E-03
